AT1G06580.1	Q9SHK2
AT2G47950.1	A0A7G2EH51,O82262
AT3G62990.1	A0A384KQ19,A0JPZ2
AT5G09220.1	Q38967,A0A178UHC5
AT5G63850.1	Q9FN04,A0A178UDW1
AT3G50260.1	Q9SNE1,A0A178VN80
AT5G67190.1	Q9FH94,A0A5S9YJS7
AT3G47720.1	Q9STU1
AT5G62520.1	Q9FJJ3-1,A0A5S9YH14
AT2G37960.1	A0A178VV97,Q5S4W1
AT3G54060.1	A0A654FIG9,Q9M397
AT3G07600.1	Q9SSF0,A0A5S9XA48
AT5G48290.1	Q5PNZ7-1,A0A178UQ43
AT3G49320.1	A0A654FE90,Q9SG17
AT5G41970.1	F4K000
AT5G09976.1	A0A654G000,F4KFE5
AT5G64890.1	Q9LV88,A0A178UEB3
AT5G64900.1	Q9LV87,A0A178UGP1
AT1G79940.1	Q0WT48-1,A0A178W1G8
AT4G21180.1	F4JIN3
AT5G22860.1	A0A654G3I1,Q9FFC2
AT2G42960.1	Q9SJG2,A0A178VT32
AT3G59110.1	A0A384KIT7,Q9LYS5
AT2G27710.1	Q9SLF7-1,B9DGN3
AT2G27720.2	F4IGR4
AT1G02940.1	Q9SRY6
AT1G02950.2	Q84TK0-1
AT3G03150.1	A0A384LDF3,Q84VW1
AT5G17165.1	A0A7G2FF65,F4KFM8
AT2G47800.1	Q7DM58
AT3G62700.1	Q9LZJ5
AT4G24960.1	Q9S760-1,A0A384LBZ3,B6VAJ6
AT5G50720.1	Q9FED2,A0A384LCF8,Q0IGM2
AT2G37070.1	F4IPZ8,A0A7G2EHZ2
AT3G53320.1	Q9LFI5
AT3G01300.1	Q9SRH7,A0A178VJT8
AT5G15080.1	Q9LFP7,A0A178UJ43
AT2G23960.1	F4INN2,A0A5S9X0U4
AT4G30530.1	Q9M0A7,A0A178V143
AT1G50090.1	Q9LPM8
AT1G50110.1	Q9LPM9,A0A178WB05
AT4G18610.1	Q9SN52
AT1G04370.1	P93822,A0A654EHC9,C0SUS6
AT5G43410.1	Q9LSX0,A0A178UK17
AT3G49820.1	Q9M2X6
AT5G65925.1	A0A654GEF8,Q6NLB7
AT2G17860.1	F4IPI5
AT4G36010.1	A0A178V2D1,O65638
AT3G27630.1	Q9LVX6,A0A654FBI4
AT5G40460.1	Q29Q81
AT3G52430.1	Q9S745,A0A178V847
AT2G23810.1	Q8S8Q6,A0A178VYI5
AT4G30430.1	Q9M0B7,A0A5S9XXA2
AT3G24870.1	F4J7T2-1
AT3G24880.1	F4J7T3
AT1G20220.1	Q944A2
AT1G76010.1	Q93VA8,A0A654EPD5
AT3G04920.1	Q9SS17,A0A178VB55
AT5G28060.1	Q8LC83
AT1G09100.1	O04019,A0A178WHJ4
AT3G05530.1	Q9SEI2,A0A5S9XA09
AT3G26150.1	Q9LTM7
AT3G26160.1	Q9LTM6
AT3G26170.1	Q9LTM4,Q541W8
AT3G26180.1	Q9LTM3-1
AT3G10660.1	Q38870,A0A178VDL8
AT5G04870.1	Q06850,A0A178UQJ5
AT2G40990.1	O80685,A0A178VV26
AT3G56920.1	B3DN87
AT1G22150.1	Q9FEP7,A0A5S9VHL7
AT1G78000.1	Q9MAX3,A0A654EPY0
AT1G64670.1	Q8LFX7,A0A178WKZ6
AT5G41900.1	Q9FJ24
AT2G41490.1	A0A178VV44,O22211
AT3G57220.1	Q9M2M5,A0A384LHU5
AT4G04745.1	Q6NL28
AT4G21902.1	A0A178UXE6,B3H742
AT2G18520.1	Q9ZU67,A0A178VLM8
AT4G36680.1	Q9M065,A0A178V2Z3
AT3G15870.1	Q9LVZ3,A0A178V6D6
AT5G39520.1	Q0WW43,A0A654G6J4
AT5G39530.1	A0A178UJA0,Q8GWM5
AT3G26940.1	Q9LSE1,A0A178VIM3
AT5G02800.1	Q0WRY5,A0A5S9Y1B4
AT1G60450.1	Q4PSY4,A0A654ELD3
AT1G60470.1	O22693,A0A5S9WNH8,W8QP66
AT2G44540.1	A0A654F362,O64889
AT2G44550.1	O64890
AT2G44560.1	Q8S8Q4
AT2G44570.1	O80497
AT3G06110.2	Q9M8K7-1,A0A654F4I8
AT3G23610.3	Q9ZR37-3
AT4G26070.2	Q94A06-1,A0A178V3F2
AT4G29810.2	Q9S7U9-2,A0A654FU26
AT1G63460.1	Q8LBU2,A0A654EL21,Q0WTE6
AT4G11600.1	O48646
AT1G18800.1	Q8LC68-2,A0A178W8U0
AT1G74560.3	Q9CA59-3
AT2G36180.1	Q9SJN6
AT3G03400.1	Q9SRP4,A0A178VIR3
AT5G17470.1	Q9LF55
AT4G04630.1	A0A5S9XPW5,Q8LFI5
AT4G21970.1	A0A178UYC2,F4JKD1
AT4G24810.2	A0A654FSJ5,F4JRQ4
AT5G50330.1	A0A654GA01,Q0WSU9
AT3G63030.1	Q9LYB9,A0A178VBW3
AT4G22745.1	Q5XEN5,A0A178UWM3
AT3G10640.1	Q9LPN5-1,A0A178VDV1
AT5G04850.2	F4JXR3
AT1G12020.1	A0A178W0A9,O65377
AT1G62422.1	A0A654EKC4,Q9MAV1
AT1G64320.1	A0A1P8ASY7,A0A384LAL4
AT5G41780.1	A0A7G2FCX5,Q9FJ36
AT1G22520.2	F4I1E5
AT1G72170.1	A0A178W4U8,Q8GWC7
AT4G11950.1	Q9SZ60
AT4G22900.1	A0A178UY77,Q8GYJ5
AT1G66210.1	Q8GWX9
AT1G66220.1	Q9C7U8
AT2G42310.1	A0A178VYI3,Q9SLC8
AT3G57785.1	A0A384LQ64,Q8L3S7
AT2G40300.1	Q9S756,A0A654F5U8
AT3G56090.1	Q9LYN2,A0A384KQ30,Q0WWR6
AT2G45330.1	A0A178VNZ3,F4IW51
AT5G23600.1	A0A5S9Y6M7,Q9LT04
AT4G25940.1	Q8VYT2
AT5G57200.1	A0A178U8V1,Q9LVD8
AT1G07090.1	Q9LMK2,A0A178WE41
AT1G26870.1	Q9ZVH0
AT1G21720.1	Q9XI05-1,A0A178WJZ7
AT1G77440.1	O81153,A0A5S9WVA0
AT5G40880.1	A0A384LLK6,Q9FKR9,C0SVR8
AT5G49200.1	Q9FE91,A0A7G2FFI1
AT2G23930.1	O82221-1,A0A5S9X0K7
AT3G11500.1	Q9CAX7,A0A654FGM3
AT4G26100.1	P42158,A0A178UYM7
AT5G57015.1	Q8VYK9,A0A178UEU7
AT3G50340.1	A0A384LFR5,Q9SND3
AT5G67020.1	Q9FGC8
AT2G29260.1	Q9ZW12,A0A5S9X2A6
AT5G06060.1	Q9LHT0,A0A178UEY6
AT3G45960.2	Q9LZT5-1,A0A654FF24,B9DH60
AT3G45970.1	Q9LZT4,A0A654FD55
AT4G38400.1	Q9SVE5,A0A178V2B6
AT4G27610.1	A0A384KM28,Q84JD6
AT4G27620.1	A0A178V451,Q56Y15
AT4G25835.1	Q8RY66
AT5G57480.1	A0A654GCE1,Q9FKM3
AT1G01980.1	Q9LPC3,A0A178WKZ1
AT1G11770.1	Q9SA99,A0A178WP56
AT3G49550.1	A0A654FEB7,Q9SCK4
AT5G24610.1	A0A654G4L1,Q9FLU3
AT1G18950.1	F4IDY7,A0A7G2DX91
AT2G22170.1	Q9SIE7,A0A654EWM5
AT4G39730.1	O65660,A0A178V098
AT3G46820.1	P48485,A0A178VFV2
AT5G59160.1	P48482,A0A384KLS9,B9DHU3
AT1G35710.1	Q9LP24-1
AT4G08850.1	Q8VZG8-1
AT3G14970.1	A0A384KXP4,Q9LKA8
AT3G15740.1	Q9LW05
AT1G30550.1	A0A178W982,F4I6D1
AT3G03920.1	Q8VZT0,A0A178VMA8
AT5G18180.1	A0A654G228,Q9FK53
AT1G64090.2	F4I596
AT5G41600.1	Q9FFS0,A0A178UBJ5
AT2G39820.1	O22290,A0A178VNM1
AT3G55620.1	Q9M060,A0A178VEN3
AT2G40480.1	Q5XVC7
AT3G56270.1	Q9LYL6,A0A178VK87
AT1G51600.1	Q8H1G0,A0A654EJ17
AT3G21175.1	Q8GXL7-1
AT2G32740.1	O48843
AT2G32750.1	O48842
AT4G22690.1	F4JLY4
AT4G22710.1	O49652
AT1G12000.1	Q8W4M5,A0A178W7Y1
AT4G04040.1	F4JGR5
AT3G22425.2	P34047-1,A0A178VKN0
AT4G14910.2	A8MQQ8,A0A178V3L2
AT4G14905.1	Q8GXX4
AT4G39240.1	Q9T031
AT1G35170.1	F4HWQ7
AT1G35180.1	Q6IDJ6
AT1G45010.1	Q8VZR3
AT1G35250.1	Q9C7I8,A0A654ER35
AT1G35290.1	Q9C7I5
AT1G68260.1	Q8W583,A0A178W356
AT1G68280.1	A0A178WIF2,A0A384LNG4
AT5G14530.1	Q9LYK6,A0A5S9Y428
AT5G66240.2	Q8RXD8
AT1G61120.1	Q93YV0
AT1G01360.1	Q84MC7,A0A178W4H4
AT4G01026.1	Q1ECF1,A0A178UTD1
AT1G20030.2	A0A654EBE0,Q9LNT0
AT1G75800.1	A0A178W9U8,Q9LQT4
AT1G29540.1	Q5BPY8
AT2G34330.1	A0A178VLI3,O80782
AT1G44191.1	A8MQW1
AT3G50580.1	Q1PEG5
AT2G42120.1	F4IM00
AT1G05900.2	B9DFZ0-1,A0A178W393
AT2G31450.1	Q9SIC4-1
AT1G21190.1	Q9LMN4,A0A5S9VDJ3
AT1G76860.1	Q9C6K5,A0A178WQ75
AT2G45830.1	F4IH50
AT3G61270.1	A0A654FJS2,Q9M2D7
AT1G25275.3	B9DG55
AT3G08930.1	Q9SR93
AT5G01460.1	Q9M028,A0A178UFP0
AT1G12340.1	Q3EDD7,A0A5S9U091
AT1G12390.1	Q84W04,A0A178W5R8
AT1G62880.1	Q8GWT5-1,A0A178W9P6
AT5G07420.1	Q9LY18,A0A178ULV4
AT5G07430.1	Q9LY17,A0A654FZ51
AT4G25660.1	Q9SZZ4
AT4G25680.1	A0A178V7Y9,Q9SZZ6
AT4G25515.1	F4JT98
AT4G25520.1	Q0WVM7,A0A5S9XVR6
AT3G02400.1	A0A384L750,Q9M8A0
AT4G14490.1	A0A654FP71,O23305
AT1G67870.1	A0A178WDW2,Q93VS6
AT5G37740.2	F4K8L6
AT2G38230.1	O80448,A0A178VZ00
AT5G01410.1	Q8L940,A0A384KHQ3,F6M3L4
AT1G19715.3	F4HQX1-1
AT1G19720.1	Q9FXH1,A0A654ECV7
AT2G03740.1	A0A178VW41,Q9ZPQ7
AT2G03850.1	Q9SI55
AT4G11080.1	Q9T012
AT4G23800.1	Q9SUP7-1,A0A178UXS1
AT1G48780.1	A0A178WBJ8,Q9C746
AT3G18300.1	A0A384KIR4,Q9LS60
AT5G61100.1	F4K1Z8
AT5G61110.1	Q9FNQ4,A0A654GD10
AT3G09100.2	A0A384KCT1,F4IYM6
AT5G01290.1	Q8GSD7
AT1G34510.1	Q9LNL0,Q0WRX6
AT4G26010.1	Q93V93,A0A178V714
AT1G48590.2	Q9LP65-1
AT3G17980.1	Q9LVH4,A0A5S9XDE1
AT4G35690.1	A0A178UYD3,O81800
AT4G35710.1	A0A654FVY0,O81802
AT1G16060.1	Q94AN4-1
AT1G79700.2	A8MQS2,A0A654EQG3
AT3G09350.1	Q84J81,A0A654FAQ8
AT5G02150.1	Q9LZL7
AT2G42130.4	Q8S9M1-1,A0A178VT98
AT3G58010.1	Q9M2P7,A0A178V648
AT3G09032.1	A0A384KDE4,Q6ID69
AT5G01225.1	Q3E9N0
AT3G57340.1	A0A384L618,Q9M2L3
AT5G05750.1	A0A654FZ54,Q9FFK2
AT1G08040.1	Q93ZR2,A0A384LJC2
AT2G28310.1	A0A178VYQ7,Q56Y17
AT1G32050.1	Q9C6X2
AT1G60740.1	O22711,B4G289
AT1G65970.1	Q9SRZ4,A0A178WKG0
AT1G65980.1	Q9XEX2-1,A0A654ELR5
AT4G24590.1	A0A654FSH2,Q8GYU4
AT5G49710.3	A0A178UDA2,Q0WP38
AT5G61550.2	F4K3J3
AT2G22400.1	Q8L601
AT4G40000.1	F4JJ52
AT2G35740.1	Q9ZQP6-1
AT4G16480.1	O23492,A0A178V322
AT3G05280.1	A0A384K8E3,Q8GWB3
AT5G27490.1	F4K4B8
AT3G01870.1	Q9SGI4
AT3G01880.1	Q9S7Q5
AT2G21430.1	P43295,A0A178VSI2
AT4G39090.1	P43296,A0A178V006
AT2G22850.1	O81002,A0A654EVA4
AT4G37730.1	Q9T062,A0A178UR91
AT5G47150.1	Q9FHI0
AT4G28010.1	Q9SUD8,A0A178UVK0
AT3G21650.1	Q9LVE2,A0A178V736
AT4G15415.1	Q8RW96,A0A384KCM2,Q0WNY8
AT1G24050.1	A0A178WHV7,Q8L466
AT1G70220.1	F4I5D2
AT2G47690.1	O82238-1
AT3G62790.1	Q9LZI6,A0A178VCL7
AT1G21390.1	A0A178W1S8,Q52K83
AT1G76980.1	A0A178WDS0,O49284
AT2G42140.1	O48522,A0A178VLY8
AT3G58000.1	Q9M2P8,A0A178VK54
AT5G09520.1	Q9LXB7
AT5G09530.1	Q9LXB8,A0A178UP14
AT2G19350.1	A0A178VTJ4,O64568
AT4G29850.1	A0A654FU55,Q9SZQ6
AT1G11110.1	A0A654E8P5,F4I7D4
AT1G61150.1	Q84WK5-1
AT4G09300.1	A0A7G2F179,Q8GYP0
AT4G33590.1	A0A178US82,O81876
AT4G33600.1	Q8GXN3
AT1G16220.1	Q9SA22,A0A654EFG1
AT1G79630.1	Q8RXZ4-1,A0A654EVK0
AT5G07340.2	F4K6M8
AT5G61790.1	P29402,A0A654GD53
AT3G22380.2	B3H7F6
AT1G12710.1	Q9LN77
AT1G63090.1	Q9CAN4,A0A178W4F1
AT1G50370.1	Q9SX52,A0A178W0C4
AT3G19980.1	Q9LHE7,A0A178VAH8
AT1G16440.1	F4I4F2
AT1G79250.1	Q1PFB9,A0A654ERU5
AT2G32550.1	F4ITS3
AT3G05570.1	A0A384KGS6,Q9M9W2
AT4G39235.1	Q29Q00
AT1G75960.1	Q9LQS1
AT5G16340.1	Q9FFE9
AT5G16370.1	Q9FFE6,A0A654G1I9
AT3G04690.1	Q9SR05,A0A178VHY9
AT5G28680.1	Q3E8W4
AT1G51650.1	Q96253,A0A178W6M8
AT5G07710.1	Q9FLR0,A0A654FZ68
AT5G61390.1	Q0V842,A0A178UI27
AT1G14450.1	Q9M9R9,A0A178W524
AT2G02510.1	O64725
AT2G36100.1	Q9SIH4,A0A178VVX3
AT1G65820.3	F4IBL0
AT4G34890.1	Q8GUQ8,A0A654FVJ8
AT4G34900.1	F4JLI5
AT1G21980.1	Q56YP2,A0A178W750
AT1G77740.1	Q8L796-1,A0A178W978
AT4G10250.1	Q38806
AT1G03670.1	A0A178WD46,F4I2G1
AT4G03460.1	F4JG84
AT4G03500.1	Q9ZT78
AT3G15351.1	A0A384KNW2,Q9LJR1
AT2G40290.1	Q9SIZ2-1,A0A178VYF4
AT5G05470.1	Q9FE78,A0A654FYH9
AT5G26710.1	O82462,A0A654G4A1
AT1G17280.1	Q9SHI7,A0A178W1E2
AT5G50430.1	Q9FK29-1
AT3G21890.1	Q9LRM4,A0A178VEW7
AT4G15248.1	Q1G3I2,A0A654FPM1
AT1G08340.1	Q6NKT5,A0A178WN79
AT1G17890.1	Q9LMU0-1
AT1G73250.1	O49213
AT5G24200.1	F4KFR6
AT5G24210.1	Q9FNG1
AT5G24230.1	A0A384KA07,Q8GW37
AT4G01630.1	Q9ZSI1,A0A178UWZ2
AT1G01453.2	A0A654E605,F4HSB6
AT4G01110.1	Q5XV90
AT4G26740.1	O81270,A0A178V1E1
AT5G55240.1	Q9FLN9
AT5G58470.1	Q94KD0,A0A178UTZ9
AT1G20520.1	A0A654EBE9,Q9LMV9
AT1G76210.1	A0A178WD94,Q9SGR3
AT1G23500.1	Q9ZUE4
AT1G73610.1	Q9C9V0
AT4G34520.1	Q38860,A0A178UUK5
AT1G53850.1	O81149,A0A178W977
AT3G14290.1	Q42134,A0A178VCX2
AT5G15050.1	Q9LFQ0,A0A178U983
AT5G39990.1	Q9FLD7
AT1G63830.1	A0A178W3H8,Q9CAJ7
AT5G41390.1	A0A178UQV7,Q45GG6
AT5G52050.1	Q9FJ87,A0A178UM67
AT1G66400.1	Q9C8Y1,A0A654ERM5
AT5G37770.1	P25070,A0A178UBB8
AT2G36680.1	Q3EBL9-1,A0A178VWM6
AT3G53120.1	Q9SCP9,A0A178V7F7
AT3G08940.2	Q9XF88-1
AT5G01530.1	Q07473,A0A384LC70,Q0WW97
AT1G68980.1	Q9CAA5
AT1G69290.1	P0C7R4
AT3G13784.1	A0A5S9XBW5
AT3G13790.1	Q43866-1,A0A5S9XBW4
AT4G26960.1	A0A178UXR4,F4JVT8
AT5G54970.1	A0A178UPC5,Q9FFT3
AT5G06810.1	F4K588
AT3G12700.1	Q9LTW4-1
AT1G23270.1	A0A654EHE5,Q9LR35
AT1G31460.1	Q9C863
AT3G05100.1	A0A384KRQ5,Q9MAA9
AT5G49530.1	A0A178UG18,Q9FGZ3
AT3G05290.1	Q9MA90,A0A178V9A1
AT5G27520.1	Q8VZS0,A0A178UG08
AT3G01516.1	Q6NLE5
AT5G14690.1	A0A654G171,Q9LYJ1
AT2G38640.1	A0A178VS14,Q9ZVI6
AT4G27470.1	Q8GUK7,A0A178V4H3
AT1G76740.1	A0A178WJH7,Q9SRD9
AT1G76840.1	F4I423
AT1G01750.1	Q9LQ81,A0A178WJX4
AT4G00680.1	Q570Y6,A0A178V0Z9
AT5G04010.1	Q5EAF6
AT5G63900.1	A0A178UQN6,Q9FMZ9
AT2G43860.1	O22818,A0A178W275
AT3G06650.1	Q9C522,A0A178V742
AT5G49460.1	Q9FGX1,A0A178UM28
AT1G51390.1	Q9C8J2,A0A178W2Q2
AT3G20970.1	Q9LIG6-1
AT3G10730.1	Q9SG79,A0A178V772
AT5G04990.1	Q9FF75,A0A654FYD6
AT1G63840.1	A0A654EMF7,Q9CAJ8
AT5G41400.1	A0A7G2FGS1,Q9FN60
AT1G47200.1	Q9C500
AT5G43070.1	Q9FMH6
AT1G56150.1	Q9SGU2,A0A178WDA4
AT3G12830.1	Q9LTV3,A0A178VDU5
AT4G25530.1	Q9FVI6,A0A5S9XW58,B5BPE6
AT5G52170.1	Q9LTK3,A0A7G2FIL6
AT5G40570.2	A8MRG2
AT1G34040.1	Q9FE98
AT1G34060.1	Q93Z38
AT1G12540.1	Q9LN95
AT1G62975.1	Q9LQ08,C0SV13
AT1G32910.1	Q9MAP9
AT1G78990.1	A0A178WFP6,F4IDH0
AT5G16410.1	A0A654G1R8,Q9FFE4
AT1G11260.1	P23586,A0A178WJ63
AT4G21480.1	A0A178V2V7
AT1G52660.1	A0A178WKV0
AT3G15700.1	A0A178V900,A0A384LME4
AT2G36026.1	B3H6R4,A0A654F9W7
AT3G52525.1	Q3EAL1,A0A178VIE0
AT1G16700.1	Q9FX83,A0A178WCX5
AT1G79010.1	Q42599,A0A654EVE1
AT5G36250.1	Q9FG61,A0A178UR20
AT3G05050.1	A0A654F4A3,Q9MAB4
AT5G63030.1	Q8L8T2,A0A654GDI6
AT1G66650.1	Q9C9M0,A0A5S9WQD5
AT1G66660.2	F4IEX9
AT1G55670.1	Q9S7N7,A0A5S9WMM5
AT3G12145.1	Q9LH52,A0A178V9V7
AT1G06190.1	Q94K75-1
AT2G31150.1	F4IPY0
AT4G27460.1	A0A178V3C0,Q84WQ5
AT5G53750.1	A0A654GB72,F4JXB6
AT3G14250.1	Q1PEQ5
AT1G48320.1	Q9SX65,A0A178WIC5
AT2G48150.1	Q8L910,A0A178VXC8
AT3G63080.1	Q9LYB4,A0A5S9XNJ1
AT1G59950.1	A0A654EJI3,Q1PFI5
AT1G59960.1	A0A654EL92,Q9SXC0
AT4G02050.1	O04249,A0A178UV32
AT1G68750.1	Q8GVE8,A0A178W7Q9
AT1G09440.1	F4I0Z0
AT1G56720.1	A0A384KG06,Q7Y229
AT2G46410.1	O22059,A0A654F2G6
AT3G53000.1	A0A654FIF8,Q9LF92
AT3G05120.1	Q9MAA7,A0A178VM30
AT5G27320.1	Q940G6,A0A178UKX0
AT5G27220.1	O04650
AT2G47060.4	O80719-3
AT3G62220.1	Q9M1Q2,A0A384KH06
AT4G09760.1	Q9SZ92-1,A0A7G2EZ83
AT3G52530.1	Q9SVD4
AT3G57700.1	Q9SVY4,A0A384KKU0
AT3G57770.1	F4J3H7
AT5G08270.1	A0A178U965,F4K9N6
AT5G23200.1	Q8RUI8
AT4G04480.1	Q9XEC5
AT4G22030.1	A0A2H1ZEN7,A0A654FRL3
AT1G30230.2	A8MRC4
AT2G18110.1	Q9SI20
AT1G31470.1	F4I9E1,A0A5S9WLR4
AT3G01630.1	F4J4R8
AT4G11100.1	Q8VZ24
AT5G03060.1	Q9LYX9
AT5G40490.1	Q9FM47
AT5G40500.1	Q8VZ30
AT3G05300.1	Q9MA89
AT5G28050.2	F4K5T6
AT3G55000.1	Q9FQ25
AT3G55005.1	Q9FQ24
AT5G28850.2	Q5QIT3-1
AT5G28900.1	Q8VZQ4
AT3G27020.1	Q6R3K6,A0A178VK88
AT5G41000.1	Q6R3K8,A0A178UFR8
AT1G52720.1	A0A5S9WLD8,Q9SSS6
AT3G15630.1	A0A384KEW6,Q9LW16
AT3G08770.2	F4IXC6
AT5G01870.1	A0A178UD43,Q9LZV9
AT1G31310.1	F4I9C1
AT2G35640.1	A0A5S9X4D8,Q9ZQN7
AT3G23450.1	Q9LW52,A0A384KXK5
AT4G14301.1	A0A178V0C4,F4JUP8
AT3G56190.1	Q9SPE6-1,A0A384LGX0,Q29Q46
AT3G46590.2	Q9SNB9-1,A0A178VGD9
AT5G59430.1	Q8L7L8-1,A0A654GDJ9
AT4G29140.1	Q9SZE2,A0A178UVA9
AT5G63370.1	Q9FGW5-1,A0A654GDN4
AT4G11360.1	Q9SUS5,A0A178V1Z4
AT4G11370.1	Q9SUS4
AT3G04550.1	Q9SR19,A0A5S9X9Q0
AT5G28500.1	Q9LKR8-1
AT3G30580.1	F4J6N7,A0A384KCL8
AT5G38790.1	Q9FKQ9,A0A654G652
AT1G54060.1	Q9SYG2,A0A5S9WRN2
AT3G06180.1	A0A384KZ76,Q9M8K0
AT5G19025.1	A0A178UR00,P0C8Q9
AT3G17120.1	A0A384L1U3,Q9LSN5
AT4G23330.1	A0A654FS02,F4JNI1
AT4G01100.2	F4JHS4
AT1G63310.1	A0A178WJN2,Q9C8T5
AT5G44720.1	A0A178USQ4,O48588
AT5G46680.1	A0A178UJI6,Q56XR6
AT4G33720.1	A0A178V0U9,O81888
AT1G20000.1	F4HR03,A0A5S9V6U7
AT4G20280.1	Q9M565,A0A654FR86
AT3G21460.1	Q9LIF1,A0A178VFQ2
AT1G55360.1	A0A178WQD2,Q9C8A7
AT3G13510.1	A0A384KEK7,Q9LJE0
AT1G07300.1	A0A178WHQ4,Q6NPG3
AT5G49240.1	Q9FJ16,A0A178UBX4
AT5G49260.1	A0A178UPR0,Q9FJ14
AT1G01640.1	Q9LQ95,A0A178WIE3
AT1G47830.1	Q84WL9,A0A178W398
AT5G09760.1	Q9LXD9,A0A7G2F702
AT1G20135.1	B3H5G5
AT5G63170.1	Q9FMK6,A0A5S9YGK6
AT3G01450.1	A0A654F8B6,Q9SGH3
AT3G18530.1	F4J8S4
AT5G14790.1	A0A178UAC1,Q9LEQ9
AT5G37930.1	Q84K34
AT4G12020.2	Q9SZ67-1
AT5G18320.1	Q3E9F7
AT5G18330.1	Q3E9F6
AT5G18340.1	Q3E9F5
AT1G48175.1	Q6IDB6,A0A654EGI6
AT5G21030.1	Q3E984
AT5G21150.1	Q84VQ0,A0A5S9Y628
AT3G02370.2	A0A384KKW8,F4J8D6
AT3G57360.1	A0A384KJC5,Q6DBN3
AT4G26990.1	A0A178V1U2,Q8RY61
AT5G54920.2	A0A7G2FJA3,F4K1W7
AT4G17860.1	A0A654FQH0,Q1PE74
AT5G46200.1	A0A5S9YC10,Q9FGP1
AT4G32330.1	Q94C48-1,A0A178UWB4
AT3G48590.1	Q9SMP0,A0A178V5Y7
AT5G63470.1	Q9FMV5,A0A384KX14,B9DG64
AT1G02090.1	Q94JU3-1,A0A178W722
AT1G21170.1	F4HWE6,A0A654EBR6
AT1G76850.1	Q8S3U9
AT4G02160.1	Q9ZU01
AT5G61710.1	Q9FLT7
AT2G41960.1	A0A178VTC6,P93750
AT3G58050.1	A0A178VCR5,A0A384K920
AT1G06350.1	Q9LMI4,A0A178WJ82
AT1G06360.1	Q9LMI3
AT2G36900.1	A0A178VWR8,Q9SJL6-1
AT5G50440.1	Q9FK28,Q541Y1
AT1G50840.1	F4I6M1
AT3G20540.2	F4JEQ3
AT5G09350.1	Q0WPX9,A0A178UGA7
AT5G64070.1	Q9FMJ0
AT3G12920.1	Q9LDD1
AT4G04580.1	A0A178USM1,Q9XEB2
AT1G09840.1	Q39019,A0A5S9TJS3
AT1G57870.3	F4I9N7
AT5G17870.1	Q9FKP0
AT1G28960.1	Q8GYB1-3,A0A178WAX9
AT2G33980.1	O22951,A0A7G2EB43
AT2G36300.1	A0A178VVA3,Q9SJM8
AT3G52760.1	A0A384KLB3,Q9LXI9
AT5G08360.1	A0A178UGX3,Q84MC6
AT5G23380.1	Q9FGE1
AT3G51240.1	Q9S818-1,A0A5S9XJS4
AT3G05710.2	Q9SUJ1-1,A0A654F4F2
AT5G26980.1	O65359,A0A654G4F8
AT1G53450.1	A0A178WEP7,F4HRH6
AT3G14830.1	A0A654FCJ7,Q8L634
AT2G30500.1	Q84VY2
AT5G67160.1	Q9FH97,A0A178UJX9
AT4G30480.2	Q9M0B2
AT1G56450.1	Q7DLR9,A0A178WJT5
AT5G53420.1	A0A654GAV7,Q8L602
AT1G52315.1	A0A5S9WNY7,F4ICV8
AT2G31305.1	Q8S8F7,A0A178VZ39
AT2G27402.1	A0A654EWP0,Q8GX30
AT2G32180.1	Q9SKY2
AT2G32650.1	O48852
AT3G24160.1	Q9ZSJ7,A0A384KKU3
AT4G35480.1	Q9ZT49,A0A178UXS9
AT4G11740.1	F4JPR7-1
AT4G23040.1	Q9C5G7,A0A5S9XV37
AT1G66740.1	Q9C9M6,A0A178WM99
AT5G38110.1	Q9LS09,A0A178UQ02
AT3G14130.1	Q9LJH5
AT3G14150.1	Q24JJ8,A0A178VKC7
AT3G55430.1	A0A654FG10,Q9M2T6
AT4G16515.1	Q93VK8,A0A178UXF5
AT4G14713.1	Q7XA73-1,A0A190V511
AT4G14720.1	Q8GY55,A0A178UTC8,A0A384LC06
AT1G54210.1	Q8S924-1,A0A178VZU7
AT3G13970.1	Q9LVK3,A0A178VDM5
AT1G03520.1	A0A178W5Z1,Q9LR71
AT4G03340.1	A0A654FLI3,Q9ZQZ7
AT1G03360.1	Q9ZVT7,A0A178W3N1
AT4G18050.1	Q9M0M2,A0A654FQK4
AT5G46540.1	Q9FHF1
AT1G23190.1	O49299,A0A654EHD4
AT1G70730.3	F4I6W4
AT5G24900.1	Q6NKZ8
AT5G24910.1	Q93Z79,A0A178UEV5
AT3G03960.1	Q94K05,A0A178V993
AT4G03120.1	Q56XE4,A0A5S9XPF2
AT1G03130.1	Q9SA56,A0A178W876
AT4G02770.1	Q9S7H1,A0A178UV45
AT1G09070.1	O04023
AT4G33790.1	Q93ZB9
AT3G21270.1	Q94AR6,A0A178VA07
AT1G06290.1	P0CZ23,A0A178WDE4
AT1G06310.1	A0A654E9A3,Q9LMI7
AT4G14640.1	O23320,A0A178UTX1
AT5G45440.1	Q9FHJ2,A0A7G2FGW0,Q0WTI0
AT5G45490.1	Q9FHI7
AT2G47510.1	P93033,A0A178VMD4
AT5G50950.1	Q9FI53-2,B9DFR5
AT3G08947.1	Q0WML1
AT1G14700.1	Q8H129-1
AT2G01890.1	Q8VYZ2-1
AT5G62200.1	Q6NPM5,A0A654GDB6
